Gene ID,Gene Description,Gene Accession Number
6796,LYZ Lysozyme,J03801_f_at
6797,GB DEF = Histatin 3 (HIS2) gene exons 3-5,L05514_f_at
6798,GB DEF = OCP2 gene; partial cds,L49173_f_at
6799,GB DEF = Retinoblastoma susceptibility protein (RB1) L486W 4 bp deletion mutant (resulting in premature stop at amino acid 490) gene; exon 16 (L11910 bases 76983-77136),L49219_f_at
6800,GB DEF = Retinoblastoma susceptibility protein (RB1) gene; with a 3 bp deletion in exon 22 (L11910 bases 161855-162161),L49229_f_at
6801,P58 natural killer cell receptor precursor mRNA; clone cl-39,L76670_f_at
6802,LYZ Lysozyme,M19045_f_at
6803,PSG11 Pregnancy-specific beta-1 glycoprotein 11,M23575_f_at
6804,GB DEF = Alpha CREB-1=cyclic AMP response element-binding protein-1 alpha isoform {alternatively spliced; internal fragment} [human; placenta; mRNA Partial; 64 nt],S78693_f_at
6805,Lysozyme gene (EC 3.2.1.17),X14008_rna1_f_at
6806,ZNF43 Zinc finger protein 43 (HTF6),X59244_f_at
6807,GB DEF = NK receptor; clone library 4M1#6,X97230_f_at
6808,GB DEF = Cytochrome P-450c11; exon 3-9,D16154_at
6809,DDH1 Dihydrodiol dehydrogenase,D17793_at
6810,GB DEF = Facioscapulohumeral muscular dystrophy (FSHD) gene region; D4Z4 tandem repeat unit,D38024_at
6811,NAK1 mRNA for DNA binding protein,D49728_at
6812,C7 segment gene extracted from Human (lambda) DNA for immunoglobin light chain,D87017_cds3_at
6813,AAC2 Arylamine N-acetyltransferase; liver,D90042_at
6814,Tubulin; Beta 2,HG1980-HT2023_at
6815,Guanine Nucleotide-Binding Protein Rap2; Ras-Oncogene Related,HG1996-HT2044_at
6816,Mucin (Gb:M57417),HG2149-HT2219_at
6817,Glutamate Decarboxylase 1,HG2160-HT2230_at
6818,Guanine Nucleotide-Binding Protein Rap2b; Ras-Oncogene Related,HG2600-HT2696_at
6819,Zinc Finger Protein Zfp-36,HG3491-HT3685_at
6820,Myosin; Heavy Polypeptide; Light Meromyosin,HG3513-HT3707_at
6821,Myosin; Heavy Polypeptide 9; Non-Muscle,HG3636-HT3846_at
6822,Olfactory Receptor Or17-24,HG4108-HT4378_at
6823,Olfactory Receptor Or17-30,HG4109-HT4379_at
6824,Olfactory Receptor Or17-210,HG4115-HT4385_at
6825,Tubulin; Beta,HG4322-HT4592_at
6826,Sodium Channel 1,HG4593-HT4998_at
6827,Fc Receptor Iib3 For Igg; Low Affinity,HG491-HT491_at
6828,Mucin 6; Gastric (Gb:L07518),HG881-HT881_at
6829,DHFRP1 Dihydrofolate reductase pseudogene 1,J00146_at
6830,IFNA gene (interferon alpha-a) extracted from Human leukocyte interferon (leif) alpha-a gene,J00207_rna2_at
6831,IFNA gene (interferon alpha-d) extracted from Human leukocyte interferon (IFN-alpha) alpha-d gene,J00210_rna1_at
6832,IGHA1 gene extracted from Human Ig germline H-chain G-E-A region A: gamma-3 5' flank,J00220_cds5_at
6833,(clone 14VS) metallothionein-IG (MT1G) gene,J03910_rna1_at
6834,REG1A Regenerating islet-derived 1 alpha (pancreatic stone protein; pancreatic thread protein),J05412_at
6835,HPR gene (haptoglobin-related protein) extracted from Human haptoglobin gene (alpha-2 allele),K03431_cds1_at
6836,GB DEF = Small proline-rich protein 1 (SPRR1A) gene,L05187_at
6837,Regenerating protein I beta,L08010_at
6838,HMR Hormone receptor (growth factor-inducible nuclear protein N10),L13740_at
6839,UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE,L14430_at
6840,Octamer binding transcription factor 1 (OTF1) mRNA,L20433_at
6841,GB DEF = Homeobox-like mRNA,L32606_at
6842,NADP-dependent malic enzyme mRNA,L34035_at
6843,Metallothionein-Ie gene (hMT-Ie),M10942_at
6844,Metallothionein-If gene (hMT-If),M10943_at
6845,Skeletal beta-tropomyosin,M12125_at
6846,Metallothionein I-B gene,M13485_at
6847,Beta-A3/A1 crystallin (CYRBA3/A1) mRNA; partial cds,M14306_at
6848,HLA-E MHC class I antigen HLA-E,M16714_at
6849,SPRR1B Small proline-rich protein 1B (cornifin),M19888_at
6850,Small proline rich protein (sprII) mRNA; clone 174N,M21302_at
6851,Small proline rich protein (sprII) mRNA; clone 1292,M21539_at
6852,AR Androgen receptor (dihydrotestosterone receptor; testicular feminization; spinal and bulbar muscular atrophy; Kennedy disease),M23263_at
6853,PULMONARY SURFACTANT-ASSOCIATED PROTEIN A PRECURSOR,M30838_at
6854,TCF3 Transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47),M31523_at
6855,FCGR2A Fc fragment of IgG; low affinity IIa; receptor for (CD32),M31932_at
6856,HLA-DRB1 Major histocompatibility complex; class II; DR beta 1,M32578_at
6857,ITGB3 Integrin; beta 3 (platelet glycoprotein IIIa; antigen CD61),M35999_at
6858,RPL7A Ribosomal protein L7a,M36072_at
6859,MYL4 Myosin; light polypeptide 4; alkali; atrial; embryonic,M37075_at
6860,CHRNA3 Alpha-3 neuronal nicotinic acetylcholine receptor subunit,M37981_at
6861,3-beta-hydroxysteroid dehydrogenase/delta-5-delta-4-isomerase (3-beta-HSD) gene,M38180_rna1_at
6862,GB DEF = Amelogenin (AMELX) gene; 3' end of cds,M55418_at
6863,GB DEF = Amelogenin (AMELY) gene; 3' end of cds,M55419_at
6864,GB DEF = Histone H3.1 (H1F3) gene,M60746_at
6865,GB DEF = Histone H2B.1 (H2B) gene,M60751_at
6866,CYP2C9 Cytochrome P450; subfamily IIC (mephenytoin 4-hydroxylase); polypeptide 9,M61855_at
6867,Pulmonary surfactant-associated protein SP-A (SFTP1) gene,M68519_rna1_at
6868,3-beta-hydroxysteroid dehydrogenase gene extracted from Human type II 3-beta hydroxysteroid dehydrogenase/ 5-delta - 4-delta isomerase gene,M77144_rna1_at
6869,Semenogelin I (SEMGI) gene,M81650_rna1_at
6870,GB DEF = BTF3 protein homologue gene,M90354_at
6871,COL16A1 Alpha-1 type XVI collagen,M92642_at
6872,GIF,M93311_at
6873,TRANSDUCIN-LIKE ENHANCER PROTEIN 1,M99435_at
6874,TRANSDUCIN-LIKE ENHANCER PROTEIN 2,M99436_at
6875,GB DEF = Transducin-like enhancer protein (TLE3) mRNA,M99438_at
6876,GB DEF = Transducin-like enhancer protein (TLE4) mRNA; 3' end,M99439_at
6877,CHDR Chlordecone reductase,S68287_at
6878,GIF=growth inhibitory factor [human; brain; Genomic; 2015 nt],S72043_rna1_at
6879,Type IIx myosin heavy chain {3' region} [human; skeletal muscle; mRNA Partial; 827 nt],S73840_at
6880,DAX-1,S74720_at
6881,GB DEF = Na+/Ca2+ exchanger [human; neuroblastoma x glioma hybrid NG108-15 cells; mRNA Partial; 760 nt],S78774_at
6882,RNA-BINDING PROTEIN FUS/TLS,U00928_at
6883,Delta-globin gene extracted from Human beta globin region on chromosome 11,U01317_cds4_at
6884,LTB4H Leukotriene B4 omega hydroxylase (cytochrome P450; subfamily IVF),U02388_at
6885,FLT3LG Fms-related tyrosine kinase 3 ligand,U03858_at
6886,DDH1 Dihydrodiol dehydrogenase,U05861_at
6887,Tyrosine kinase receptor p145TRK-B (TRK-B) mRNA,U12140_at
6888,CELLULAR NUCLEIC ACID BINDING PROTEIN,U19765_at
6889,GB DEF = Membrane protein-like protein mRNA; partial cds,U21556_at
6890,P21-activated protein kinase (Pak2) gene,U24153_at
6891,GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone A23; VH4-55 non-productive rearrangement,U24683_at
6892,GB DEF = Anti-B cell autoantibody IgM heavy chain variable V-D-J region (VH4) gene; clone E11; VH4-63 non-productive rearrangement,U24685_at
6893,Serine kinase (hPAK65) mRNA; partial cds,U25975_at
6894,Uridine diphosphoglucose pyrophosphorylase mRNA,U27460_at
6895,ICH-2 PROTEASE PRECURSOR,U28014_at
6896,TY protease,U28015_at
6897,GB DEF = Beta-2 integrin alphaD subunit (ITGAD) gene; exons 25-30; and partial cds,U40279_at
6898,MALATE OXIDOREDUCTASE,U43944_at
6899,GB DEF = Small GTP binding protein Rab9 mRNA,U44103_at
6900,Rab9 expressed pseudogene mRNA,U44105_at
6901,GB DEF = Mitochondrial trifunctional protein beta subunit mRNA; partial cds,U49441_at
6902,CHRNA3 Cholinergic receptor; nicotinic; alpha polypeptide 3,U62432_at
6903,TRY8 gene (trypsinogen E) extracted from Human germline T-cell receptor beta chain TCRBV17S1A1T; TCRBV2S1; TCRBV10S1P; TCRBV29S1P; TCRBV19S1P; TCRBV15S1; TCRBV11S1A1T; HVB relic; TCRBV28S1P; TCRBV34S1; TCRBV14S1; TCRBV3S1; TCRBV4S1A1T; TRY4; TRY5; TRY6; TRY7; TRY8; TCRBD1; TCRBJ1S1; TCRBJ1S2; TCRBJ1S3; TCRBJ1S4; TCRBJ1S5; TCRBJ1S6; TCRBC1; TCRBD2; TCRBJ2S1; TCRBJ2S2; TCRBJ2S3; TCRBJ2S4; TCRBJ2S5; TCRBJ2S6; TCRBJ2S7; TCRBC2; TCRBV20S1A1N2 genes from bases 452324 to 684973 (section 3 of 3),U66061_cds3_at
6904,DAZ Deleted in azoospermia,U66077_at
6905,Steroidogenic factor 1 mRNA,U76388_at
6906,Immunoglobulin-like transcript 2 mRNA,U82279_at
6907,GB DEF = Immunoglobulin-like transcript-3 mRNA,U82979_at
6908,Ubiquitin-homology domain protein PIC1 mRNA,U83117_at
6909,Death domain containing protein CRADD mRNA,U84388_at
6910,Clone 61501 defective mariner transposon Hsmar2 mRNA sequence,U92027_at
6911,GB DEF = Histone H2b gene,X00088_at
6912,GB DEF = Prepro-relaxin H2,X00948_at
6913,GB DEF = Prepro-relaxin H1,X00949_at
6914,Alpha-tubulin mRNA,X01703_at
6915,IFNA5 Interferon; alpha 5,X02956_at
6916,GB DEF = Interferon alpha gene IFN-alpha 6,X02958_at
6917,Skeletal beta-tropomyosin,X06825_at
6918,RNS2 Ribonuclease 2 (eosinophil-derived neurotoxin; EDN),X16546_at
6919,HLA CLASS I HISTOCOMPATIBILITY ANTIGEN; F ALPHA CHAIN PRECURSOR,X17093_at
6920,Melanoma growth stimulatory activity (MGSA),X54489_rna1_at
6921,ECRP gene for eosinophil cationic related protein,X55989_rna1_at
6922,L2-9 transcript of unrearranged immunoglobulin V(H)5 pseudogene,X58399_at
6923,CLL-12 transcript of unrearranged immunoglobulin V(H)5 gene,X58401_at
6924,GB DEF = H4/h gene for H4 histone,X60487_at
6925,ZNF37A Zinc finger protein 37a (KOX 21),X69115_at
6926,RPS26 Ribosomal protein S26,X69654_at
6927,CORTICOTROPIN RELEASING FACTOR RECEPTOR 1 PRECURSOR,X72304_at
6928,GLUL Glutamate-ammonia ligase (glutamine synthase),X72475_at
6929,GKP2 Glycerol kinase 2 (testis specific),X78712_at
6930,GB DEF = Anion exchange protein,X87211_at
6931,GB DEF = RagB protein,X90530_at
6932,GB DEF = Gastrin-binding protein,X98225_at
6933,Ubiquitin hydrolase,X98296_at
6934,NGAL gene,X99133_at
6935,Rit mRNA,Y07566_at
6936,GB DEF = DFFRY protein; abundant transcript,Y13618_at
6937,Germ line pseudogene for immunoglobulin kappa light chain leader peptide and variable region (subgroup V kappa I),Z00010_at
6938,GB DEF = Chloride channel (putative) 2139bp,Z30643_at
6939,GB DEF = Chloride channel (putative) 2163bp,Z30644_at
6940,GB DEF = DNA for histone H3a,Z46261_at
6941,Semenogelin II gene extracted from H.sapiens genes for semenogelin I and semenogelin II,Z47556_rna2_at
6942,HD21 mRNA,Z49105_at
6943,GB DEF = DNA sequence from cosmid L129H7; Huntington's Disease Region; chromosome 4p16.3 contains Pseudogene and CpG island,Z68274_at
6944,GB DEF = H2B/g gene,Z80779_at
6945,H2B/j gene,Z80781_at
6946,GB DEF = H2B/l gene,Z80783_at
6947,H4/j gene,Z80787_at
6948,GB DEF = HH2B/d gene,Z83336_at
6949,GB DEF = HH3/k gene,Z83735_at
6950,DSC3 Desmocollin 3,D17427_at
6951,DCT Dopachrome tautomerase (dopachrome delta-isomerase; tyrosine-related protein 2),D17547_at
6952,TISSUE FACTOR PATHWAY INHIBITOR 2 PRECURSOR,D29992_at
6953,Protein-tyrosine phosphatase,D64053_at
6954,EP3-IV gene extracted from Human DNA for prostaglandin E receptor EP3 subtype,D86096_cds6_at
6955,(genomic clones lambda-[SK2-T2; HS578T]; cDNA clones RS-[3;4; 6]) c-Ha-ras1 proto-oncogene; complete coding sequence,J00277_at
6956,mRNA fragment encoding beta-tubulin. (from clone D-beta-1),J00314_at
6957,INHBA Inhibin; beta A (activin A; activin AB alpha polypeptide),J03634_at
6958,PCK1 Phosphoenolpyruvate carboxykinase 1 (soluble),L05144_at
6959,H2K binding factor 2 (KBF2) mRNA,L08904_at
6960,SHMT1 Serine hydroxymethyltransferase 1 (soluble),L11931_at
6961,GK Glycerol kinase,L13943_at
6962,4-AMINOBUTYRATE AMINOTRANSFERASE; MITOCHONDRIAL PRECURSOR,L32961_at
6963,Autotaxin mRNA,L35594_at
6964,Receptor protein-tyrosine kinase (HEK7) mRNA; 3' end,L36644_at
6965,AVPR1B Arginine vasopressin receptor 1B,L37112_at
6966,SELL Leukocyte adhesion protein beta subunit,M15395_at
6967,GSTA1 Glutathione S-transferase A2,M16594_at
6968,GB DEF = Pancreatic elastase IIB mRNA,M16653_at
6969,CYP21 Cytochrome P450; subfamily XXI (steroid 21-hydroxylase; congenital adrenal hyperplasia),M17252_at
6970,DNA-BINDING PROTEIN A,M24069_at
6971,NPPB Natriuretic peptide precursor B,M25296_at
6972,GAP43 Growth associated protein 43,M25667_at
6973,CD19 CD19 antigen,M28170_at
6974,KERATIN; TYPE I CYTOSKELETAL 17,M28439_at
6975,VIP Vasoactive intestinal peptide,M36634_at
6976,WT1 Wilms tumor 1,M60614_at
6977,Retinoic acid receptor-beta associated open reading frame; complete sequence,M62303_at
6978,GRIA1 Glutamate receptor; ionotropic; AMPA 1,M64752_at
6979,IDUA Iduronidase; alpha-L-,M95740_at
6980,TDGF1 Teratocarcinoma-derived growth factor 1,M96956_at
6981,ARAF1 V-raf murine sarcoma 3611 viral oncogene homolog 1,U01337_at
6982,MAP2 Microtubule-associated protein 2,U01828_at
6983,Transcription factor LSF mRNA,U03494_at
6984,Homolog of Drosophila enhancer of split m9/m10 mRNA,U04241_at
6985,GARS Glycyl-tRNA synthetase,U09587_at
6986,Receptor tyrosine kinase ligand LERK-3 (EPLG3) mRNA,U14187_at
6987,TYRO3 Receptor protein-tyrosine kinase sky,U18934_at
6988,Estrogen sulfotransferase mRNA,U20499_at
6989,SAT Spermidine/spermine N1-acetyltransferase,U21689_at
6990,Protein tyrosine phosphatase sigma mRNA,U35234_at
6991,Dystrobrevin-alpha mRNA,U46744_at
6992,Transcription factor E2F like protein [human; mRNA; 2492 nt],U47677_at
6993,CHRNA5 Cholinergic receptor; nicotinic; alpha polypeptide 5,U62434_at
6994,TNF-alpha converting enzyme mRNA,U69611_at
6995,GB DEF = H4 histone gene,X00038_at
6996,PRL Prolactin,X00540_at
6997,HARS Histidyl-tRNA synthetase,X05345_at
6998,PRKCB1 Protein kinase C; beta 1,X06318_at
6999,APOA1 Apolipoprotein A-I,X07496_at
7000,APS Prostate specific antigen,X07730_at
7001,RAB2 RAB2; member RAS oncogene family,X12953_at
7002,GABRB1 Gamma-aminobutyric acid (GABA) A receptor; beta 1,X14767_at
7003,RD Radin blood group,X16105_at
7004,JUNB Jun B proto-oncogene,X51345_at
7005,MYH7 Myosin; heavy polypeptide 7; cardiac muscle; beta,X52889_at
7006,SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),X53683_at
7007,Glycerol kinase testis specific 1,X78711_at
7008,GB DEF = R kappa B mRNA,X80878_at
7009,CLTB Clathrin; light polypeptide (Lcb),X81637_at
7010,GB DEF = G-protein coupled receptor,X95876_at
7011,GLUL Glutamate-ammonia ligase (glutamine synthase),X96754_at
7012,ZNF183 gene,X98253_at
7013,GB DEF = Bone marrow serine protease gene (medullasin) (leukocyte neutrophil elastase gene),Y00477_at
7014,N-Oct 3; N-Oct5a; and N-Oct 5b proteins,Z11933_at
7015,ALPHA-CENTRACTIN,Z14978_at
7016,RED-SENSITIVE OPSIN,Z68193_at
7017,GB DEF = DNA sequence from PAC 151B14 on chromosome 22q12-qter contains somatostatin receptor subtype 3 (SSTR3); tRNA; ESTs; CpG island and STS,Z86000_at
7018,GB DEF = Immunoglobulin-related 14.1 protein mRNA,M27749_at
7019,GB DEF = Immunoglobulin-related 14.1 protein mRNA,M27749_r_at
7020,CYP2A6 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 6,M33318_r_at
7021,GB DEF = Omega light chain protein 14.1 (Ig lambda chain related) gene; exon 3,M34516_at
7022,GB DEF = Omega light chain protein 14.1 (Ig lambda chain related) gene; exon 3,M34516_r_at
7023,GB DEF = Cytochrome P450 (CYP2A13) gene,U22028_at
7024,GB DEF = Cytochrome P450 (CYP2A13) gene,U22028_r_at
7025,GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA; and putative envelope protein mRNA; partial cds,U88898_at
7026,GB DEF = Endogenous retroviral H protease/integrase-derived ORF1 mRNA; and putative envelope protein mRNA; partial cds,U88898_r_at
7027,Metallothionein isoform 1R,X97261_at
7028,Metallothionein isoform 1R,X97261_r_at
7029,HLA-A MHC class I protein HLA-A (HLA-A28;-B40; -Cw3),D32129_f_at
7030,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),D38437_f_at
7031,PMS8 mRNA (yeast mismatch repair gene PMS1 homologue); partial cds (C-terminal region),D38498_f_at
7032,Transcription Factor Btf3b,HG1515-HT1515_f_at
7033,Beta-1-Glycoprotein 1; Pregnancy-Specific (Gb:M25384),HG2139-HT2208_f_at
7034,Phosphoribosyl Pyrophosphate Synthetase; Subunit Iii,HG2255-HT2344_f_at
7035,Major Histocompatibility Complex; Class I; E (Gb:M20022),HG2915-HT3059_f_at
7036,Major Histocompatibility Complex; Class I; E (Gb:M21533),HG2917-HT3061_f_at
7037,Luteinizing Hormone; Beta Subunit,HG3527-HT3721_f_at
7038,Guanine Nucleotide-Binding Protein; Alpha Inhibiting Activity Polypeptide 2,HG3707-HT3922_f_at
7039,Beta-1-Glycoprotein; Domains N And Iia; Pregnancy-Specific,HG4027-HT4297_f_at
7040,Zinc Finger Protein Znf138,HG4236-HT4506_f_at
7041,Proline-Rich Protein Prb4; Allele,HG4490-HT4876_f_at
7042,Beta-1-Glycoprotein 1; Pregnancy-Specific (Gb:M20882),HG458-HT458_f_at
7043,Zinc Finger Protein (Gb:X61870),HG67-HT67_f_at
7044,Chorionic gonadotropin (hcg) beta subunit mRNA,J00117_f_at
7045,Growth hormone (somatotropin; GH1) gene,J00148_cds2_f_at
7046,IFNA10 Interferon; alpha 10,J00209_f_at
7047,IFNA21 Interferon; alpha 21,J00212_f_at
7048,Chorionic somatomammotropin CS-1 gene extracted from Human growth hormone (GH-1 and GH-2) and chorionic somatomammotropin (CS-1; CS-2 and CS-5) genes,J03071_cds3_f_at
7049,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN; DQ(1) BETA CHAIN PRECURSOR,K02405_f_at
7050,Chorionic gonadotropin beta subunit gene,K03183_f_at
7051,Chorionic gonadotropin (hcg) beta subunit mRNA,K03189_f_at
7052,CYP2A6 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 6,K03192_f_at
7053,PRB1 locus salivary proline-rich protein mRNA; clone cP3,K03204_f_at
7054,PRH1 Proline-rich protein HaeIII subfamily 1,K03207_f_at
7055,Cytochrome P-450 4 gene,L00389_f_at
7056,(clone Hu lambda-17) lambda-like gene,L02326_f_at
7057,GB DEF = Small proline-rich protein 2 (SPRR2B) gene,L05188_f_at
7058,MELANOMA-ASSOCIATED ANTIGEN 12,L18877_f_at
7059,MELANOMA-ASSOCIATED ANTIGEN 2,L18920_f_at
7060,KERATIN; TYPE II CYTOSKELETAL 6D,L42583_f_at
7061,KERATIN; TYPE II CYTOSKELETAL 6D,L42601_f_at
7062,KERATIN; TYPE II CYTOSKELETAL 6D,L42611_f_at
7063,S26 from  Homo sapiens excision and cross link repair protein (ERCC4) gene; complete genomic sequence./ntype=DNA /annot=exon,L76568_xpt3_f_at
7064,Small proline rich protein (sprII) mRNA; clone 930,M20030_f_at
7065,PRSS1 Protease; serine; 1 (trypsin 1),M22612_f_at
7066,INTERFERON ALPHA-4 PRECURSOR,M27318_f_at
7067,IFNA16 Interferon; alpha 16,M28585_f_at
7068,CYP2A7 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 7,M33317_f_at
7069,HLA-DRB1 Major histocompatibility complex; class II; DR beta 5,M33600_f_at
7070,PSG7 Pregnancy-specific beta 1-glycoprotein 7,M37755_f_at
7071,RIBOSE-PHOSPHATE PYROPHOSPHOKINASE III,M57423_f_at
7072,GB DEF = Histone H2B.1 (H2B) gene,M60750_f_at
7073,Antigen (MAGE-1) gene,M77481_rna1_f_at
7074,GB DEF = BTF3 protein homologue gene,M90356_f_at
7075,GB DEF = L-type calcium channel HFCC mRNA,M92269_f_at
7076,MAGE-3 antigen (MAGE-3) gene,U03735_f_at
7077,MAGE-5a antigen (MAGE5a) gene,U10689_f_at
7078,MAGE-5a antigen (MAGE5a) gene,U10690_f_at
7079,CYP2A7 Cytochrome P450; subfamily IIA (phenobarbital-inducible); polypeptide 7,U22029_f_at
7080,GB DEF = Mariner2 transposable element; complete consensus sequence,U49974_f_at
7081,Putative RNA binding protein (DAZH) mRNA,U65918_f_at
7082,IFNA gene (interferon alpha-i) extracted from Human gene for leukocyte (alpha) interferon C,V00532_rna1_f_at
7083,IFNA gene (interferon alpha-h2) extracted from Human gene for leukocyte (alpha) interferon H,V00533_rna1_f_at
7084,IFNA14 Interferon; alpha 14,V00542_f_at
7085,IFNA10 Interferon; alpha 10,V00551_f_at
7086,KERATIN; TYPE II CYTOSKELETAL 6D,V01516_f_at
7087,GB DEF = Histone H3 gene,X00090_f_at
7088,CYTOCHROME P450 IIA6,X13930_f_at
7089,GB DEF = SPR2-1 gene for small proline rich protein (exon 2),X53065_f_at
7090,Metallothionein,X64177_f_at
7091,GB DEF = Glutamate dehydrogenase,X67491_f_at
7092,PRSS3 Protease; serine; 3 (trypsin 3),X71345_f_at
7093,GB DEF = Transmembrane protein Tmp21-IIex,X97444_f_at
7094,GB DEF = H2B/h gene,Z80780_f_at
7095,ACTB Actin; beta,X00351_f_at
7096,GAPD Glyceraldehyde-3-phosphate dehydrogenase,X01677_f_at
7097,CYTOCHROME P450 IA2,M31667_f_at
7098,Nkat2b mRNA,L41268_f_at
7099,Natural killer cell receptor (KIR) mRNA,X99479_f_at
7100,Major Histocompatibility Complex; Class I; C (Gb:X58536),HG658-HT658_f_at
7101,HLA-A MHC class I protein HLA-A (HLA-A28;-B40; -Cw3),M94880_f_at
7102,PRB2 locus salivary proline-rich protein mRNA; clone cP7,S80905_f_at
7103,HLA CLASS II HISTOCOMPATIBILITY ANTIGEN; DQ(W1.1) BETA CHAIN PRECURSOR,X03068_f_at
7104,GB DEF = (HLCC85) mRNA for voltage-dependent L-type Ca channel alpha 1 subunit (splice variant),Z34822_f_at
7105,GB DEF = Endogenous retrovirus clone P1.8 polymerase mRNA; partial cds,U87593_f_at
7106,Integrase gene extracted from Human endogenous retrovirus H clone g10.34 integrase and putative envelope protein genes; partial cds,U88902_cds1_f_at
7107,WUGSC:GS345D13.2 gene (G-protein gamma-1 subunit) extracted from Human BAC clone GS345D13 from 7q31-q32,AC002076_cds2_at
7108,TIAL1 TIA1 cytotoxic granule-associated RNA-binding protein-like 1,D64015_at
7109,Ras-Specific Guanine Nucleotide-Releasing Factor,HG2510-HT2606_at
7110,TYROSINE-PROTEIN KINASE ITK/TSK,L10717_at
7111,(clone p4) 50 kD dystrophin-associated glycoprotein mRNA,L34355_at
7112,Ifp35 gene extracted from Human BRCA1; Rho7 and vatI genes; and ipf35 gene; partial cds,L78833_cds4_at
7113,INHA Inhibin; alpha,M13981_at
7114,S100A9 S100 calcium-binding protein A9 (calgranulin B),M21064_at
7115,PLGL Plasminogen-like protein,M93143_at
